kind	DAT ID	name ID	help ID	description ID
object	97	5067	105067	0
object	98	5024	105024	0
object	99	5025	105025	0
object	100	5026	105026	0
object	101	5171	105171	0
object	102	5252	105252	0
object	103	5131	105131	0
object	104	5138	105138	0
object	105	5131	105131	0
object	106	5027	105027	0
object	107	5028	105028	0
object	108	5029	105029	0
object	109	5164	105164	0
object	110	5174	105174	0
object	111	5030	105030	0
object	112	5316	105316	0
object	113	5031	105031	0
object	114	5032	105032	0
object	115	5033	105033	0
object	116	5161	105161	0
object	117	5203	105203	0
object	118	5122	105122	0
object	119	5000	105000	0
object	120	5402	105402	0
object	121	5034	105034	0
object	122	5124	105124	0
object	123	5125	105125	0
object	124	5126	105126	0
object	125	5099	105099	0
object	126	5075	105075	0
object	127	5000	105000	0
object	128	5100	105100	0
object	129	5157	105157	0
object	130	5157	105157	0
object	131	5157	105157	0
object	132	5135	105135	0
object	133	5144	105144	0
object	134	5035	105035	0
object	134	5755	105755	0
object	135	5036	105036	0
object	136	5037	105037	0
object	137	5161	105161	0
object	138	5038	105038	0
object	139	5039	105039	0
object	140	5040	105040	0
object	141	5164	105164	0
object	142	5164	105164	0
object	143	5001	105001	0
object	144	5002	105002	0
object	145	5003	105003	0
object	146	5004	105004	0
object	147	5005	105005	0
object	148	5006	105006	0
object	149	5041	105041	0
object	150	5169	105169	0
object	151	5042	105042	0
object	152	5043	105043	0
object	153	5171	105171	0
object	154	5044	105044	0
object	155	5204	105204	0
object	156	5127	105127	0
object	157	5045	105045	0
object	158	5074	105074	0
object	159	5082	105082	0
object	160	5633	105633	0
object	161	5622	105622	0
object	162	5250	105250	0
object	163	5626	105626	0
object	164	5635	105635	0
object	165	5623	105623	0
object	166	5634	105634	0
object	167	5621	105621	0
object	168	5638	105638	0
object	169	5619	105619	0
object	170	5636	105636	0
object	171	5625	105625	0
object	172	5637	105637	0
object	173	5628	105628	0
object	174	5630	105630	0
object	175	5627	105627	0
object	176	5632	105632	0
object	177	5620	105620	0
object	178	5046	105046	0
object	179	5174	105174	0
object	180	5047	105047	0
object	181	5048	105048	0
object	182	5224	105224	0
object	183	5225	105225	0
object	184	5226	105226	0
object	185	5227	105227	0
object	186	5228	105228	0
object	187	5229	105229	0
object	188	5230	105230	0
object	189	5231	105231	0
object	190	5232	105232	0
object	191	5233	105233	0
object	192	5234	105234	0
object	193	5235	105235	0
object	194	5049	105049	0
object	195	5629	105629	0
object	196	5631	105631	0
object	197	5639	105639	0
object	198	5624	105624	0
object	199	5495	105495	0
object	200	5640	105640	0
object	201	5651	105651	0
object	202	5652	105652	0
object	203	5653	105653	0
object	204	5100	105100	0
object	205	5655	105655	0
object	206	5656	105656	0
object	207	5657	105657	0
object	208	5201	105201	0
object	209	5176	105176	0
object	210	5176	105176	0
object	211	5057	105057	0
object	212	5122	105122	0
object	213	5058	105058	0
object	214	5123	105123	0
object	215	5059	105059	0
object	216	5124	105124	0
object	217	5060	105060	0
object	218	5125	105125	0
object	219	5061	105061	0
object	220	5126	105126	0
object	221	5062	105062	0
object	222	5127	105127	0
object	223	5063	105063	0
object	224	5057	105057	0
object	225	5058	105058	0
object	226	5059	105059	0
object	227	5060	105060	0
object	228	5061	105061	0
object	229	5062	105062	0
object	230	5063	105063	0
object	232	5113	105113	0
object	233	5064	105064	0
object	234	5154	105154	0
object	235	5155	105155	0
object	236	5156	105156	0
object	237	5065	105065	0
object	238	5066	105066	0
object	239	5109	105109	0
object	240	5255	105255	0
object	241	5259	105259	0
object	242	5315	105315	0
object	243	5248	105248	0
object	244	5314	105314	0
object	245	5313	105313	0
object	246	5312	105312	0
object	247	5317	105317	0
object	248	5320	105320	0
object	249	5322	105322	0
object	250	5106	105106	0
object	251	5000	105000	0
object	252	5321	105321	0
object	253	5323	105323	0
object	254	5286	105286	0
object	255	5286	105286	0
object	256	5286	105286	0
object	257	5286	105286	0
object	258	5286	105286	0
object	259	5123	105123	0
object	260	5000	105000	0
object	261	5286	105286	0
object	262	5324	105324	0
object	263	5000	105000	0
object	264	5249	105249	0
object	265	5249	105249	0
object	266	5249	105249	0
object	267	5249	105249	0
object	268	5249	105249	0
object	269	5249	105249	0
object	270	5249	105249	0
object	271	5249	105249	0
object	272	5249	105249	0
object	273	5249	105249	0
object	274	5316	105316	0
object	276	5182	105182	0
object	278	5492	105492	0
object	279	5096	105096	0
object	280	5095	105095	0
object	281	5111	105111	0
object	282	5103	105103	0
object	283	5070	105070	0
object	284	5348	105348	0
object	285	5350	105350	0
object	286	5380	105380	0
object	287	5352	105352	0
object	288	5353	105353	0
object	289	5354	105354	0
object	290	5355	105355	0
object	291	5110	105110	0
object	292	5356	105356	0
object	293	5121	105121	0
object	294	5357	105357	0
object	295	5358	105358	0
object	296	5359	105359	0
object	297	5360	105360	0
object	298	5351	105351	0
object	299	5098	105098	0
object	300	5362	105362	0
object	301	5363	105363	0
object	302	5364	105364	0
object	303	5365	105365	0
object	304	5366	105366	0
object	305	5367	105367	0
object	306	5368	105368	0
object	307	5369	105369	0
object	308	5370	105370	0
object	309	5361	105361	0
object	310	5342	105342	0
object	311	5343	105343	0
object	312	5067	105067	0
object	313	5315	105315	0
object	314	5315	105315	0
object	315	5067	105067	0
object	316	5067	105067	0
object	317	5067	105067	0
object	318	5067	105067	0
object	319	5067	105067	0
object	320	5067	105067	0
object	321	5067	105067	0
object	322	5067	105067	0
object	323	5315	105315	0
object	324	5315	105315	0
object	325	5315	105315	0
object	326	5315	105315	0
object	327	5315	105315	0
object	328	5067	105067	0
object	329	5416	105416	0
object	330	5417	105417	0
object	331	5381	105381	0
object	332	5316	105316	0
object	333	5071	105071	0
object	334	5382	105382	0
object	335	5383	105383	0
object	336	5384	105384	0
object	337	5385	105385	0
object	338	5386	105386	0
object	339	5387	105387	0
object	340	5388	105388	0
object	341	5389	105389	0
object	342	5390	105390	0
object	343	5391	105391	0
object	344	5392	105392	0
object	345	5393	105393	0
object	346	5394	105394	0
object	347	5395	105395	0
object	348	5396	105396	0
object	349	5397	105397	0
object	350	5399	105399	0
object	351	5398	105398	0
object	352	5251	105251	0
object	353	5403	105403	0
object	354	5402	105402	0
object	355	5403	105403	0
object	356	5017	105017	0
object	357	5407	105407	0
object	358	5408	105408	0
object	359	5409	105409	0
object	360	5067	105067	0
object	363	5067	105067	0
object	364	5067	105067	0
object	365	5067	105067	0
object	366	5067	105067	0
object	367	5313	105313	0
object	368	5315	105315	0
object	369	5315	105315	0
object	370	5000	105000	0
object	371	5315	105315	0
object	372	5067	105067	0
object	373	5067	105067	0
object	374	5315	105315	0
object	375	5067	105067	0
object	376	5067	105067	0
object	377	5067	105067	0
object	378	5312	105312	0
object	380	5315	105315	0
object	381	5312	105312	0
object	385	5312	105312	0
object	389	5253	105253	0
object	390	5254	105254	0
object	391	5256	105256	0
object	392	5257	105257	0
object	393	5258	105258	0
object	394	5260	105260	0
object	395	5261	105261	0
object	396	5262	105262	0
object	397	5263	105263	0
object	398	5264	105264	0
object	399	5265	105265	0
object	400	5266	105266	0
object	401	5267	105267	0
object	402	5268	105268	0
object	403	5269	105269	0
object	404	5270	105270	0
object	405	5271	105271	0
object	406	5272	105272	0
object	407	5273	105273	0
object	408	5274	105274	0
object	409	5275	105275	0
object	410	5276	105276	0
object	411	5277	105277	0
object	413	5694	105694	0
object	414	5693	105693	0
object	415	5281	105281	0
object	416	5282	105282	0
object	417	5283	105283	0
object	418	5284	105284	0
object	419	5285	105285	0
object	420	5287	105287	0
object	421	5288	105288	0
object	422	5289	105289	0
object	423	5290	105290	0
object	424	5291	105291	0
object	425	5292	105292	0
object	426	5293	105293	0
object	427	5000	105000	0
object	428	5295	105295	0
object	429	5296	105296	0
object	430	5297	105297	0
object	431	5298	105298	0
object	432	5299	105299	0
object	433	5300	105300	0
object	434	5301	105301	0
object	435	5302	105302	0
object	436	5303	105303	0
object	437	5304	105304	0
object	438	5305	105305	0
object	439	5306	105306	0
object	440	5660	105660	0
object	441	5661	105661	0
object	442	5309	105309	0
object	443	5310	105310	0
object	444	5311	105311	0
object	445	5318	105318	0
object	446	5319	105319	0
object	447	5325	105325	0
object	448	5326	105326	0
object	449	5327	105327	0
object	450	5330	105330	0
object	451	5331	105331	0
object	452	5332	105332	0
object	453	5333	105333	0
object	454	5334	105334	0
object	455	5335	105335	0
object	456	5336	105336	0
object	457	5337	105337	0
object	458	5338	105338	0
object	459	5339	105339	0
object	460	5340	105340	0
object	461	5341	105341	0
object	462	5315	105315	0
object	463	5344	105344	0
object	464	5344	105344	0
object	465	5344	105344	0
object	466	5067	105067	0
object	468	5315	105315	0
object	469	5315	105315	0
object	470	5312	105312	0
object	471	5312	105312	0
object	473	5411	105411	0
object	474	5412	105412	0
object	475	5067	105067	0
object	476	5067	105067	0
object	477	5067	105067	0
object	478	5067	105067	0
object	479	5410	105410	0
object	480	5662	105662	0
object	481	5164	105164	0
object	482	5164	105164	0
object	483	5164	105164	0
object	484	5164	105164	0
object	485	5067	105067	0
object	487	5185	105185	0
object	488	5185	105185	0
object	490	5185	105185	0
object	491	5185	105185	0
object	492	5418	105418	0
object	493	5415	105415	0
object	494	5031	105031	0
object	495	5031	105031	0
object	496	5000	105000	0
object	497	5026	105026	0
object	498	5135	105135	0
object	499	5423	105423	0
object	500	5047	105047	0
object	501	5040	105040	0
object	502	5040	105040	0
object	503	5067	105067	0
object	504	5067	105067	0
object	505	5067	105067	0
object	506	5315	105315	0
object	507	5067	105067	0
object	508	5067	105067	0
object	509	5067	105067	0
object	510	5067	105067	0
object	511	5067	105067	0
object	512	5067	105067	0
object	513	5315	105315	0
object	514	5067	105067	0
object	515	5067	105067	0
object	516	5067	105067	0
object	517	5067	105067	0
object	518	5067	105067	0
object	519	5067	105067	0
object	520	5067	105067	0
object	521	5067	105067	0
object	522	5067	105067	0
object	523	5067	105067	0
object	524	5067	105067	0
object	525	5067	105067	0
object	526	5315	105315	0
object	527	5424	105424	0
object	528	5425	105425	0
object	529	5426	105426	0
object	530	5456	105456	0
object	531	5461	105461	0
object	532	5429	105429	0
object	533	5457	105457	0
object	534	5463	105463	0
object	535	5432	105432	0
object	536	5703	105703	0
object	537	5434	105434	0
object	538	5435	105435	0
object	539	5436	105436	0
object	540	5437	105437	0
object	541	5438	105438	0
object	542	5439	105439	0
object	543	5440	105440	0
object	544	5441	105441	0
object	545	5443	105443	0
object	546	5444	105444	0
object	547	5445	105445	0
object	548	5446	105446	0
object	549	5447	105447	0
object	550	5448	105448	0
object	551	5449	105449	0
object	552	5450	105450	0
object	553	5451	105451	0
object	554	5462	105462	0
object	555	5454	105454	0
object	556	5453	105453	0
object	557	5455	105455	0
object	558	5459	105459	0
object	559	5452	105452	0
object	560	5460	105460	0
object	561	5458	105458	0
object	562	5464	105464	0
object	563	5464	105464	0
object	564	5464	105464	0
object	565	5464	105464	0
object	566	5178	105178	0
object	567	5469	105469	0
object	568	5470	105470	0
object	569	5471	105471	0
object	570	5472	105472	0
object	571	5474	105474	0
object	572	5475	105475	0
object	573	5476	105476	0
object	574	5477	105477	0
object	575	5478	105478	0
object	576	5479	105479	0
object	577	5480	105480	0
object	578	5481	105481	0
object	579	5482	105482	0
object	580	5483	105483	0
object	581	5482	105482	0
object	582	5483	105483	0
object	583	5663	105663	0
object	584	5487	105487	0
object	585	5487	105487	0
object	586	5487	105487	0
object	587	5487	105487	0
object	588	5493	105493	0
object	589	5494	105494	0
object	590	5496	105496	0
object	591	5000	105000	0
object	592	5496	105496	0
object	593	5000	105000	0
object	594	5498	105498	0
object	595	5000	105000	0
object	596	5665	105665	0
object	597	5164	105164	0
object	598	5504	105504	0
object	599	5505	105505	0
object	600	5506	105506	0
object	601	5507	105507	0
object	602	5508	105508	0
object	603	5509	105509	0
object	604	5510	105510	0
object	605	5511	105511	0
object	606	5512	105512	0
object	607	5513	105513	0
object	608	5514	105514	0
object	609	5515	105515	0
object	610	5516	105516	0
object	611	5164	105164	0
object	612	5164	105164	0
object	613	5164	105164	0
object	614	5164	105164	0
object	615	5164	105164	0
object	616	5164	105164	0
object	617	5164	105164	0
object	618	5164	105164	0
object	619	5164	105164	0
object	620	5164	105164	0
object	621	5164	105164	0
object	622	5666	105666	0
object	623	5520	105520	0
object	624	5521	105521	0
object	625	5523	105523	0
object	626	5522	105522	0
object	627	5524	105524	0
object	628	5525	105525	0
object	629	5526	105526	0
object	630	5527	105527	0
object	631	5528	105528	0
object	632	5529	105529	0
object	633	5530	105530	0
object	634	5531	105531	0
object	635	5000	105000	0
object	636	5533	105533	0
object	637	5000	105000	0
object	638	5535	105535	0
object	639	5000	105000	0
object	640	5537	105537	0
object	641	5000	105000	0
object	642	5539	105539	0
object	643	5540	105540	0
object	644	5541	105541	0
object	645	5542	105542	0
object	646	5543	105543	0
object	647	5000	105000	0
object	648	5545	105545	0
object	649	5000	105000	0
object	650	5547	105547	0
object	651	5548	105548	0
object	652	5549	105549	0
object	653	5000	105000	0
object	654	5551	105551	0
object	655	5552	105552	0
object	656	5554	105554	0
object	657	5555	105555	0
object	658	5556	105556	0
object	659	5185	105185	0
object	660	5185	105185	0
object	661	5185	105185	0
object	662	5185	105185	0
object	663	5185	105185	0
object	664	5185	105185	0
object	665	5185	105185	0
object	666	5185	105185	0
object	667	5185	105185	0
object	668	5185	105185	0
object	669	5185	105185	0
object	670	5185	105185	0
object	671	5185	105185	0
object	672	5185	105185	0
object	673	5185	105185	0
object	674	5185	105185	0
object	675	5557	105557	0
object	676	5558	105558	0
object	677	5559	105559	0
object	678	5560	105560	0
object	679	5000	105000	0
object	680	5562	105562	0
object	681	5000	105000	0
object	682	5564	105564	0
object	683	5565	105565	0
object	684	5566	105566	0
object	685	5567	105567	0
object	686	5568	105568	0
object	687	5569	105569	0
object	688	5570	105570	0
object	689	5571	105571	0
object	690	5572	105572	0
object	691	5573	105573	0
object	692	5574	105574	0
object	693	5575	105575	0
object	694	5576	105576	0
object	695	5577	105577	0
object	696	5578	105578	0
object	697	5579	105579	0
object	698	5580	105580	0
object	699	5000	105000	0
object	700	5582	105582	0
object	701	5000	105000	0
object	702	5584	105584	0
object	703	5000	105000	0
object	704	5586	105586	0
object	705	5587	105587	0
object	706	5588	105588	0
object	707	5589	105589	0
object	708	5590	105590	0
object	709	5591	105591	0
object	710	5592	105592	0
object	711	5593	105593	0
object	712	5594	105594	0
object	713	5595	105595	0
object	714	5596	105596	0
object	715	5597	105597	0
object	716	5598	105598	0
object	717	5599	105599	0
object	718	5600	105600	0
object	719	5601	105601	0
object	720	5602	105602	0
object	721	5603	105603	0
object	722	5604	105604	0
object	723	5605	105605	0
object	724	5664	105664	0
object	725	5667	105667	0
object	726	5669	105669	0
object	728	5610	105610	0
object	729	5611	105611	0
object	730	5612	105612	0
object	731	5613	105613	0
object	732	5614	105614	0
object	733	5615	105615	0
object	734	5616	105616	0
object	735	5000	105000	0
object	736	5617	105617	0
object	737	5618	105618	0
object	738	5641	105641	0
object	739	5642	105642	0
object	740	5643	105643	0
object	741	5644	105644	0
object	742	5645	105645	0
object	743	5646	105646	0
object	744	5647	105647	0
object	745	5648	105648	0
object	746	5649	105649	0
object	747	5650	105650	0
object	748	5658	105658	0
object	749	5659	105659	0
object	750	5668	105668	0
object	751	5671	105671	0
object	752	5673	105673	0
object	754	5672	105672	0
object	755	5675	105675	0
object	756	5676	105676	0
object	757	5677	105677	0
object	759	5679	105679	0
object	760	5680	105680	0
object	761	5681	105681	0
object	762	5682	105682	0
object	763	5683	105683	0
object	764	5684	105684	0
object	765	5685	105685	0
object	766	5686	105686	0
object	767	5315	105315	0
object	771	5687	105687	0
object	772	5688	105688	0
object	773	5689	105689	0
object	774	5690	105690	0
object	775	5691	105691	0
object	776	5692	105692	0
object	777	5695	105695	0
object	778	5696	105696	0
object	779	5697	105697	0
object	780	5698	105698	0
object	781	5699	105699	0
object	782	5700	105700	0
object	783	5701	105701	0
object	784	5702	105702	0
object	785	5704	105704	0
object	786	5705	105705	0
object	787	5706	105706	0
object	788	5707	105707	0
object	789	5708	105708	0
object	790	5708	105708	0
object	791	5708	105708	0
object	792	5708	105708	0
object	793	5708	105708	0
object	794	5708	105708	0
object	795	5708	105708	0
object	796	5708	105708	0
object	797	5708	105708	0
object	798	5708	105708	0
object	799	5708	105708	0
object	800	5708	105708	0
object	801	5708	105708	0
object	802	5708	105708	0
object	803	5708	105708	0
object	804	5708	105708	0
object	805	5144	105144	0
object	806	5144	105144	0
object	807	5144	105144	0
object	808	5144	105144	0
object	809	5281	105281	0
object	810	5710	105710	0
object	811	5711	105711	0
object	812	5712	105712	0
object	813	5713	105713	0
object	814	5714	105714	0
object	815	5715	105715	0
object	816	5716	105716	0
object	817	5717	105717	0
object	818	5718	105718	0
object	819	5719	105719	0
object	820	5720	105720	0
object	821	5721	105721	0
object	822	5722	105722	0
object	823	5723	105723	0
object	824	5724	105724	0
object	825	5725	105725	0
object	826	5726	105726	0
object	827	5727	105727	0
object	828	5728	105728	0
object	829	5729	105729	0
object	830	5730	105730	0
object	831	5731	105731	0
object	832	5732	105732	0
object	833	5733	105733	0
object	834	5734	105734	0
object	835	5735	105735	0
object	836	5736	105736	0
object	837	5737	105737	0
object	838	5738	105738	0
object	839	5739	105739	0
object	840	5740	105740	0
object	841	5741	105741	0
object	842	5742	105742	0
object	843	5743	105743	0
object	844	5744	105744	0
object	845	5745	105745	0
object	846	5746	105746	0
object	847	5747	105747	0
object	848	5748	105748	0
object	849	5749	105749	0
object	850	5750	105750	0
object	851	5751	105751	0
object	852	5752	105752	0
object	853	5753	105753	0
object	854	5753	105753	0
object	855	5756	105756	0
object	856	5757	105757	0
object	857	5761	105761	0
object	858	5759	105759	0
object	859	5760	105760	0
object	860	5763	105763	0
object	861	5000	105000	0
object	862	5764	105764	0
object	863	5001	105001	0
object	864	5002	105002	0
object	865	5003	105003	0
technology	0	0	0	0
technology	1	7000	107000	8000
technology	2	7418	107418	8418
technology	3	7419	107419	8419
technology	4	7420	107420	8420
technology	5	7421	107421	8421
technology	6	7422	107422	8422
technology	7	7423	107423	8423
technology	8	7008	107008	8008
technology	9	7424	107424	8424
technology	10	7425	107425	8425
technology	11	7426	107426	8426
technology	12	7012	107012	8012
technology	13	7013	107013	8013
technology	14	7014	107014	8014
technology	15	7015	107015	8015
technology	16	7427	107427	8427
technology	17	7017	107017	8017
technology	18	7000	107000	8000
technology	19	7019	107019	8019
technology	20	7020	107020	8020
technology	21	7428	107428	8428
technology	22	7022	107022	8022
technology	23	7023	107023	8023
technology	24	7429	107429	8429
technology	25	7000	107000	8000
technology	26	7000	107000	8000
technology	27	7430	107430	8430
technology	28	7028	107028	8028
technology	29	7000	107000	8000
technology	30	7000	107000	8000
technology	31	7000	107000	8000
technology	32	7000	107000	8000
technology	33	7000	107000	8000
technology	34	7034	107034	8034
technology	35	7035	107035	8035
technology	36	7000	107000	8000
technology	37	7037	107037	8037
technology	38	7000	107000	8000
technology	39	7039	107039	8039
technology	40	7000	107000	8000
technology	41	7000	107000	8000
technology	42	7000	107000	8000
technology	43	7000	107000	8000
technology	44	7000	107000	8000
technology	45	7045	107045	8045
technology	46	7046	107046	8046
technology	47	7047	107047	8047
technology	48	7410	107410	8410
technology	49	7431	107431	8431
technology	50	7050	107050	8050
technology	51	7051	107051	8051
technology	52	7432	107432	8432
technology	53	7000	107000	8000
technology	54	7054	107054	8054
technology	55	7055	107055	8055
technology	56	7000	107000	8000
technology	57	7037	107037	8037
technology	58	7000	107000	8000
technology	59	7059	107059	8059
technology	60	7317	107317	8317
technology	61	7318	107318	8318
technology	62	0	0	0
technology	63	7063	107063	8063
technology	64	7320	107320	8320
technology	65	0	0	0
technology	66	0	0	0
technology	67	7067	107067	8067
technology	68	7068	107068	8068
technology	69	0	0	0
technology	70	0	0	0
technology	71	0	0	0
technology	72	0	0	0
technology	73	0	0	0
technology	74	7074	107074	8074
technology	75	7075	107075	8075
technology	76	7076	107076	8076
technology	77	7077	107077	8077
technology	78	0	0	0
technology	79	0	0	0
technology	80	7080	107080	8080
technology	81	7081	107081	8081
technology	82	7082	107082	8082
technology	83	7324	107324	8324
technology	84	7000	107000	8000
technology	85	7085	107085	8085
technology	86	0	0	0
technology	87	7087	107087	8087
technology	88	0	0	0
technology	89	0	0	0
technology	90	7090	107090	8090
technology	91	0	0	0
technology	92	0	0	0
technology	93	7093	107093	8093
technology	94	7094	107094	8094
technology	95	7000	107000	8000
technology	96	7096	107096	8096
technology	97	0	0	0
technology	98	7098	107098	8098
technology	99	7099	107099	8099
technology	100	7100	107100	8100
technology	101	7101	107101	8101
technology	102	7102	107102	8102
technology	103	7103	107103	8103
technology	104	7104	107104	8104
technology	105	0	0	0
technology	106	7106	107106	8106
technology	107	7107	107107	8107
technology	108	7108	107108	8108
technology	109	7109	107109	8109
technology	110	7110	107110	8110
technology	111	7000	107000	8000
technology	112	7000	107000	8000
technology	113	0	0	0
technology	114	7000	107000	8000
technology	115	0	0	0
technology	116	7000	107000	8000
technology	117	7000	107000	8000
technology	118	7000	107000	8000
technology	119	0	0	0
technology	120	7000	107000	8000
technology	121	0	0	0
technology	122	7000	107000	8000
technology	123	7000	107000	8000
technology	124	7000	107000	8000
technology	125	7000	107000	8000
technology	126	7000	107000	8000
technology	127	7000	107000	8000
technology	128	7000	107000	8000
technology	129	7000	107000	8000
technology	130	7000	107000	8000
technology	131	7000	107000	8000
technology	132	7000	107000	8000
technology	133	0	0	0
technology	134	7000	107000	8000
technology	135	7000	107000	8000
technology	136	0	0	0
technology	137	7000	107000	8000
technology	138	7000	107000	8000
technology	139	0	0	0
technology	140	7186	107186	8186
technology	141	0	0	0
technology	142	7000	107000	8000
technology	143	7000	107000	8000
technology	144	7000	107000	8000
technology	145	0	0	0
technology	146	7000	107000	8000
technology	147	7000	107000	8000
technology	148	7000	107000	8000
technology	149	7000	107000	8000
technology	150	7000	107000	8000
technology	151	7000	107000	8000
technology	152	0	0	0
technology	153	0	0	0
technology	154	0	0	0
technology	155	0	0	0
technology	156	7000	107000	8000
technology	157	7000	107000	8000
technology	158	7000	107000	8000
technology	159	0	0	0
technology	160	7000	107000	8000
technology	161	7000	107000	8000
technology	162	7000	107000	8000
technology	163	0	0	0
technology	164	0	0	0
technology	165	0	0	0
technology	166	7000	107000	8000
technology	167	0	0	0
technology	168	0	0	0
technology	169	0	0	0
technology	170	0	0	0
technology	171	0	0	0
technology	172	7138	107138	8138
technology	173	0	0	0
technology	174	7139	107139	8139
technology	175	7148	107148	8148
technology	176	0	0	0
technology	177	0	0	0
technology	178	7145	107145	8145
technology	179	0	0	0
technology	180	7167	107167	8167
technology	181	0	0	0
technology	182	7180	107180	8180
technology	183	0	0	0
technology	184	0	0	0
technology	185	0	0	0
technology	186	7160	107160	8160
technology	187	7153	107153	8153
technology	188	7165	107165	8165
technology	189	7162	107162	8162
technology	190	0	0	0
technology	191	0	0	0
technology	192	7138	107138	8138
technology	193	0	0	0
technology	194	7163	107163	8163
technology	195	0	0	0
technology	196	0	0	0
technology	197	7176	107176	8176
technology	198	0	0	0
technology	199	7172	107172	8172
technology	200	7150	107150	8150
technology	201	7151	107151	8151
technology	202	7189	107189	8189
technology	203	7190	107190	8190
technology	204	7154	107154	8154
technology	205	0	0	0
technology	206	0	0	0
technology	207	7204	107204	8204
technology	208	0	0	0
technology	209	7207	107207	8207
technology	210	7214	107214	8214
technology	211	7208	107208	8208
technology	212	7209	107209	8209
technology	213	7211	107211	8211
technology	214	0	0	0
technology	215	7210	107210	8210
technology	216	7215	107215	8215
technology	217	7217	107217	8217
technology	218	7218	107218	8218
technology	219	7216	107216	8216
technology	220	7213	107213	8213
technology	221	7231	107231	8231
technology	222	7230	107230	8230
technology	223	0	0	0
technology	224	0	0	0
technology	225	0	0	0
technology	226	0	0	0
technology	227	0	0	0
technology	228	0	0	0
technology	229	0	0	0
technology	230	7222	107222	8222
technology	231	7221	107221	8221
technology	232	0	0	0
technology	233	7220	107220	8220
technology	234	7232	107232	8232
technology	235	7234	107234	8234
technology	236	7235	107235	8235
technology	237	7233	107233	8233
technology	238	0	0	0
technology	239	7244	107244	8244
technology	240	7241	107241	8241
technology	241	0	0	0
technology	242	7240	107240	8240
technology	243	7239	107239	8239
technology	244	7242	107242	8242
technology	245	0	0	0
technology	246	7243	107243	8243
technology	247	0	0	0
technology	248	0	0	0
technology	249	7246	107246	8246
technology	250	0	0	0
technology	251	0	0	0
technology	252	7249	107249	8249
technology	253	0	0	0
technology	254	7261	107261	8261
technology	255	7263	107263	8263
technology	256	7256	107256	8256
technology	257	7262	107262	8262
technology	258	7264	107264	8264
technology	259	0	0	0
technology	260	0	0	0
technology	261	7257	107257	8257
technology	262	7255	107255	8255
technology	263	7254	107254	8254
technology	264	7260	107260	8260
technology	265	7259	107259	8259
technology	266	7258	107258	8258
technology	267	7268	107268	8268
technology	268	7267	107267	8267
technology	269	7269	107269	8269
technology	270	7266	107266	8266
technology	271	7265	107265	8265
technology	272	7270	107270	8270
technology	273	7271	107271	8271
technology	274	7272	107272	8272
technology	275	7273	107273	8273
technology	276	7274	107274	8274
technology	277	7275	107275	8275
technology	278	7276	107276	8276
technology	279	7277	107277	8277
technology	280	7282	107282	8282
technology	281	7280	107280	8280
technology	282	7281	107281	8281
technology	283	7284	107284	8284
technology	284	7304	107304	8304
technology	285	7291	107291	8291
technology	286	7305	107305	8305
technology	287	7292	107292	8292
technology	288	7293	107293	8293
technology	289	7294	107294	8294
